,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
1744,Typographic Poster Design - From Sketch to Vector,True,45.0,36,5.0,20,Intermediate Level,1.5,Graphic Design
1745,"Make Money With Photoshop: Logos, Business Cards & Brochures",True,100.0,32,4.0,21,All Levels,5.0,Graphic Design
1746,Photoshop the Art of Clipart,True,20.0,30,3.0,22,Beginner Level,1.0,Graphic Design
1747,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,True,20.0,22,3.0,57,Intermediate Level,2.0,Graphic Design
1748,Illustrator 101: Learn Quickly and Easily to create Artwork,True,40.0,452,3.0,37,All Levels,1.0,Graphic Design
1749,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,True,40.0,67,8.0,25,All Levels,1.0,Graphic Design
1750,Easy Steps To Become A Photoshop Expert,True,20.0,1081,11.0,47,All Levels,8.0,Graphic Design
1751,Intro to Adobe Illustrator,True,20.0,189,13.0,55,Beginner Level,6.0,Graphic Design
1752,Beginners Guide: Photoshop Poster/Artwork,True,20.0,775,5.0,6,Beginner Level,1.0,Graphic Design
1753,Basic Graphic Design for PowerPoint,True,20.0,88,8.0,14,Beginner Level,1.0,Graphic Design
1754,Master Graphic Design Using Photoshop with Rachael,True,25.0,598,22.0,13,All Levels,1.5,Graphic Design
1755,Adobe Illustrator CC - Print Design for Beginners,True,50.0,145,35.0,55,Beginner Level,6.0,Graphic Design
1756,Adobe Illustrator | Master in 3D,True,25.0,445,4.0,14,All Levels,0.533333333,Graphic Design
1757,From Drawing to Illustration,True,20.0,237,25.0,32,Beginner Level,6.0,Graphic Design
1758,Adobe Suite : Unleash your creativity & benefit from it !,True,200.0,1005,4.0,46,All Levels,9.5,Graphic Design
1759,Become a Logo Designer: Guide to Complimentary Logo Software,True,35.0,485,9.0,21,All Levels,2.5,Graphic Design
1760,DIY Beautiful Social Graphics That Don't Require Photoshop,True,20.0,238,9.0,22,All Levels,2.5,Graphic Design
1761,Design while you learn InDesign CC,True,20.0,1116,3.0,21,Beginner Level,2.5,Graphic Design
1762,R Graph Essentials,True,85.0,105,4.0,41,All Levels,2.0,Graphic Design
1763,Car Sketching with Simple Analog Tools,True,40.0,23,5.0,10,All Levels,0.6166666670000001,Graphic Design
1764,Drawing Anime & Manga Style,True,25.0,82,5.0,40,All Levels,8.0,Graphic Design
1765,Inkscape 101 for Beginners - Design Vector Graphics,True,195.0,13,5.0,26,Beginner Level,1.0,Graphic Design
1766,"How to Fix Common Branding Mistakes, for Graphic Designers",True,35.0,19,2.0,9,Intermediate Level,1.5,Graphic Design
1767,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,False,0.0,105,2.0,22,All Levels,2.0,Graphic Design
1768,Mind-Blowing Photoshop: Master Skills Season 1,True,20.0,94,3.0,69,All Levels,3.0,Graphic Design
1769,Architectural Drawing For Creatives,True,195.0,5,0.0,156,All Levels,24.0,Graphic Design
1770,Adobe Photoshop (Complete Beginner),True,200.0,98,3.0,33,Beginner Level,2.0,Graphic Design
1771,Character Design,True,75.0,5,0.0,24,Intermediate Level,2.0,Graphic Design
1772,Icon Design Masterclass: Learn Icon Design Principles,True,40.0,6,0.0,15,Beginner Level,2.5,Graphic Design
1773,create stunning Photoshop compositions in minutes,True,20.0,5,0.0,29,All Levels,2.0,Graphic Design
1774,Marvelous Logo Design,True,20.0,91,5.0,13,All Levels,1.5,Graphic Design
1775,Canva Complete Course For Graphics Design | 20 Projects,True,20.0,3,3.0,27,All Levels,2.5,Graphic Design
1776,The Complete Video Production Guide - Learn Top Video Tools,True,195.0,121,9.0,77,All Levels,7.5,Graphic Design
1777,Drawing With Confidence,True,25.0,105,7.0,10,All Levels,2.0,Graphic Design
1778,Add realistic car paint to your pencil drawing in Photoshop!,True,25.0,17,3.0,8,Beginner Level,1.0,Graphic Design
1779,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,True,20.0,380,1.0,26,All Levels,1.0,Graphic Design
1780,Learn print production from start to finish,True,35.0,494,6.0,16,All Levels,1.0,Graphic Design
1781,Step by Step Gif animation in Photoshop,True,20.0,518,2.0,17,All Levels,1.0,Graphic Design
1782,Adobe - Create a professional logo step-by-step (Farming),True,20.0,214,0.0,15,All Levels,1.0,Graphic Design
1783,Adobe Illustrator CC Advanced,True,30.0,11,1.0,27,Beginner Level,1.5,Graphic Design
1784,Mastering Realistic Real Life Drawing with Pencil,True,20.0,33,5.0,12,Beginner Level,0.65,Graphic Design
1785,Silhouettes that Sells,True,25.0,9,1.0,13,Beginner Level,1.0,Graphic Design
1786,FullPage: The Complete Guide to Flat Websites,True,20.0,817,14.0,13,All Levels,0.6333333329999999,Graphic Design
1787,How to design professional PowerPoint business presentation,True,20.0,286,7.0,7,All Levels,1.0,Graphic Design
1788,Pic Monkey for Beginners - Graphic Design and Photo Editing,True,20.0,774,3.0,17,Beginner Level,3.0,Graphic Design
1789,Corel Painter 2016,True,40.0,41,9.0,86,All Levels,8.0,Graphic Design
1790,eBook Cover Design,True,20.0,30,3.0,14,Intermediate Level,1.5,Graphic Design
1791,"Photoshop tips and tricks, how to change clothes",True,20.0,837,4.0,26,All Levels,2.0,Graphic Design
1792,How to make Better Compositions: Take your art to new height,True,30.0,11,3.0,8,All Levels,0.533333333,Graphic Design
1793,Adobe Photoshop CC | The Essential Guide,True,20.0,254,5.0,81,All Levels,4.5,Graphic Design
1794,Learn to Composite a 2D Action Shot in Photoshop,True,20.0,40,2.0,8,Beginner Level,1.5,Graphic Design
1795,Infographic Design: How To Create Your Own Infographic,True,20.0,84,8.0,13,All Levels,2.0,Graphic Design
1796,Autodesk Inventor 2016 : Complete Guide ,True,20.0,23,4.0,83,Beginner Level,7.5,Graphic Design
1797,Amazing Graphic Design for Beginners,True,20.0,32,10.0,5,Beginner Level,0.7,Graphic Design
1798,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",False,0.0,4529,193.0,7,Beginner Level,0.6,Musical Instruments
1799,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,True,20.0,823,11.0,10,All Levels,0.7,Musical Instruments
1800,Playing Piano:  Popular Pieces Vol. II,True,150.0,1472,4.0,24,Beginner Level,1.5,Musical Instruments
1801,Ninja Chord Changes - Master your guitar chord changes,True,30.0,1327,11.0,13,Beginner Level,1.5,Musical Instruments
1802,Your First 10 Guitar Lessons - Learn how to play guitar,False,0.0,924,4.0,18,Beginner Level,1.0,Musical Instruments
1803,Pentatonic Scale Crash Course for Bass Guitar,False,0.0,898,6.0,24,Intermediate Level,1.0,Musical Instruments
1804,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),True,50.0,1039,29.0,9,All Levels,1.5,Musical Instruments
1805,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,True,80.0,1474,10.0,102,All Levels,2.0,Musical Instruments
1806,Learn Jazz Piano Today,True,50.0,1167,66.0,44,All Levels,3.0,Musical Instruments
1807,Learn To Play The Drums Without A Drum Kit,True,25.0,1589,52.0,39,All Levels,2.0,Musical Instruments
1808,Learn Travis Picking From Scratch,True,40.0,219,30.0,25,Intermediate Level,1.5,Musical Instruments
1809,Instant Harmonica - how to get single notes in 5 easy steps,True,20.0,835,10.0,7,Beginner Level,0.6333333329999999,Musical Instruments
1810,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,True,70.0,747,5.0,28,All Levels,1.0,Musical Instruments
1811,Teaching Music : Start teaching an instrument successfully.,True,30.0,1337,5.0,18,Beginner Level,1.5,Musical Instruments
1812,Strumming from scratch - Rhythm guitar lesson for Beginners,False,0.0,530,11.0,13,Beginner Level,2.0,Musical Instruments
1813,Blues Guitar Lessons - From Texas To Carolina,True,20.0,1297,12.0,9,Intermediate Level,2.5,Musical Instruments
1814,Instant Harmonica - play the groovy Beatles Yesterday today!,True,40.0,295,7.0,14,All Levels,1.0,Musical Instruments
1815,Beginner Guitar Quick-Start Course,False,0.0,2084,20.0,7,Beginner Level,1.0,Musical Instruments
1816,Mike G's Beginner Drum Course: Part 1,True,35.0,515,14.0,20,Beginner Level,3.0,Musical Instruments
1817,Guitar for Beginners - Learn the Basics,True,20.0,1026,13.0,19,Beginner Level,0.5166666670000001,Musical Instruments
1818,How To Play The Djembe: For Beginners,True,30.0,414,18.0,19,All Levels,1.0,Musical Instruments
1819,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,True,45.0,198,21.0,15,All Levels,2.5,Musical Instruments
1820,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,True,40.0,250,24.0,39,Beginner Level,3.0,Musical Instruments
1821,Bass Guitar Lessons For Beginners,True,95.0,180,21.0,38,Beginner Level,2.5,Musical Instruments
1822,Pure Pentatonic Power: Rock and Blues Guitar Soloing,True,50.0,128,10.0,18,All Levels,2.0,Musical Instruments
1823,Rock Drumset Grooves: Level 1,True,20.0,709,12.0,38,Beginner Level,2.0,Musical Instruments
1824,Guitar: The Next Level,True,55.0,117,12.0,10,Beginner Level,1.0,Musical Instruments
1825,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,True,50.0,305,39.0,108,Beginner Level,7.0,Musical Instruments
1826,Learn Oud 1 (No Prior Music Knowledge Required!),True,20.0,153,27.0,38,Beginner Level,3.5,Musical Instruments
1827,Instant Harmonica - play Dylan's Blowing in the Wind today!,True,20.0,81,5.0,14,All Levels,1.0,Musical Instruments
1828,Improvise On The Piano In 30 Minutes,True,40.0,85,8.0,19,Beginner Level,1.5,Musical Instruments
1829,Cajon Step-by-Step: Beginner > Intermediate > Advanced,True,35.0,73,9.0,45,All Levels,3.0,Musical Instruments
1830,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,True,45.0,178,21.0,11,All Levels,2.0,Musical Instruments
1831,Instant Harmonica - play the gorgeous Skye Boat Song now!,True,20.0,122,9.0,11,Beginner Level,0.6333333329999999,Musical Instruments
1832,Learn to Play Trombone: Go From Beginner to Pro in No Time!,True,50.0,402,47.0,123,All Levels,7.5,Musical Instruments
1833,FingerstyleGuitar by Jacques Stotzem - Basic Level,True,30.0,119,12.0,16,All Levels,1.5,Musical Instruments
1834,Instant Harmonica - play two Star Wars themes in 30 minutes ,True,20.0,605,21.0,11,Beginner Level,0.7,Musical Instruments
1835,Play Piano To-day! - Beginner Piano Lessons For Busy People!,True,100.0,476,16.0,91,Beginner Level,4.0,Musical Instruments
1836,Learn to Play the Flute: Beginner to Pro in Under Five Hours,True,50.0,707,116.0,108,Beginner Level,7.0,Musical Instruments
1837,Play Piano 7: Improvise on For All We Know in F Key by Ear,True,50.0,438,3.0,77,All Levels,1.5,Musical Instruments
1838,World's Fastest Piano Method - The Piano Revolution!,True,95.0,1199,58.0,31,Beginner Level,2.0,Musical Instruments
1839,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,True,50.0,966,157.0,145,Beginner Level,7.5,Musical Instruments
1840,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,True,50.0,877,93.0,88,Beginner Level,6.0,Musical Instruments
1841,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",True,50.0,1504,15.0,14,All Levels,0.683333333,Musical Instruments
1842,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,True,95.0,1064,11.0,110,All Levels,2.5,Musical Instruments
1843,Worship Piano: From Beginner to Pro,True,80.0,117,11.0,32,All Levels,3.0,Musical Instruments
1844,Easy to play Christmas Songs for Guitar,True,100.0,1229,8.0,11,All Levels,0.5,Musical Instruments
1845,Ultimate Blues Guitar Beginner Lessons,True,20.0,922,57.0,90,Beginner Level,10.5,Musical Instruments
1846,How to Play Piano - Your First Lesson!,False,0.0,662,7.0,13,Beginner Level,0.5166666670000001,Musical Instruments
1847,Playing Piano : Reading and Playing Classical Tunes Vol.I,True,50.0,1732,6.0,34,Beginner Level,2.0,Musical Instruments
1848,Blues School! A Course For Beginners in Blues Piano & Improv,True,120.0,326,44.0,54,All Levels,3.0,Musical Instruments
1849,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,True,80.0,1284,6.0,99,All Levels,2.0,Musical Instruments
1850,31 Day Guitar Challenge,True,40.0,1029,22.0,32,Beginner Level,3.5,Musical Instruments
1851,Percussive Fingerstyle Guitar,True,50.0,886,43.0,74,Intermediate Level,1.5,Musical Instruments
1852,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,True,50.0,1213,158.0,77,Beginner Level,5.0,Musical Instruments
1853,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",True,100.0,1605,19.0,52,Beginner Level,2.0,Musical Instruments
1854,Guitar Insanity Workout - Eatmystrings!,True,50.0,2673,17.0,29,All Levels,2.5,Musical Instruments
1855,Playing Piano:  Play Chords and Popular Pieces Vol.I,True,100.0,1987,7.0,43,Beginner Level,3.0,Musical Instruments
1856,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,True,75.0,1052,6.0,43,Intermediate Level,0.5,Musical Instruments
1857,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,True,50.0,1548,10.0,20,Beginner Level,2.0,Musical Instruments
1858,Guitar Fretboard Mastery for the Blues Guitarist,True,20.0,257,6.0,5,All Levels,1.0,Musical Instruments
1859,Quick & Easy Piano Chords: Play more songs with more chords,True,55.0,1818,4.0,90,Beginner Level,2.5,Musical Instruments
1860,Instant Harmonica - play Scarborough Fair in 8 easy lectures,True,40.0,543,4.0,12,Beginner Level,1.0,Musical Instruments
1861,Piano With Willie: Blues n' Boogie Vol. 2,True,40.0,95,8.0,11,Intermediate Level,2.5,Musical Instruments
1862,Have Fun with Beginner Blues Piano,True,75.0,321,24.0,27,All Levels,2.5,Musical Instruments
1863,Learn to Play Harp: Beginners Course,False,0.0,408,7.0,10,Beginner Level,0.683333333,Musical Instruments
1864,Instant Harmonica - play this classic 8 bar blues tune!,True,40.0,43,4.0,13,All Levels,1.0,Musical Instruments
1865,Guitar Lessons - Learning The Neck - Fretboard Mastery,True,45.0,239,30.0,49,All Levels,6.0,Musical Instruments
1866,Take your double bass drum technique to the next level,True,40.0,584,7.0,196,Intermediate Level,5.5,Musical Instruments
1867,How To Play The Cajon: For Beginners,True,30.0,144,15.0,25,All Levels,1.5,Musical Instruments
1868,Slide Guitar- Slide Soloing Essentials,True,50.0,297,20.0,17,All Levels,3.0,Musical Instruments
1869,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,True,60.0,1137,4.0,45,All Levels,1.0,Musical Instruments
1870,Learn Acoustic Guitar for Worship,True,40.0,86,18.0,26,Beginner Level,2.0,Musical Instruments
1871,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,True,70.0,98,18.0,31,Intermediate Level,2.5,Musical Instruments
1872,Guitar Lessons: The Essential Beginner & Intermediate Course,False,0.0,2566,39.0,23,All Levels,2.0,Musical Instruments
1873,Instant Harmonica - play the groovy Irish Washerwoman now!,True,40.0,55,8.0,13,Beginner Level,1.0,Musical Instruments
1874,Music Fundamentals: Learn Beatmaking with Pen Tapping,True,200.0,537,2.0,22,All Levels,2.0,Musical Instruments
1875,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",True,115.0,595,20.0,33,All Levels,2.0,Musical Instruments
1876,Beginner Guitar Lessons by Paul Gronow,True,50.0,659,4.0,46,All Levels,3.5,Musical Instruments
1877,Guitar Fretboard Secrets,True,55.0,186,13.0,35,Intermediate Level,2.0,Musical Instruments
1878,Learn to Play French Horn: Beginner to Pro Made the Easy Way,True,50.0,460,27.0,131,Beginner Level,8.0,Musical Instruments
1879,150 Rock Guitar Licks You MUST Know,True,45.0,252,14.0,21,All Levels,4.5,Musical Instruments
1880,Didgeridoo - from zero to HERO! Part One - beginning,True,35.0,87,11.0,38,Beginner Level,3.0,Musical Instruments
1881,Learn Piano Scales: Play any song in any key! Like Pro's do,True,50.0,1720,9.0,26,Beginner Level,2.5,Musical Instruments
1882,Instant Harmonica - play the groovy Valens La Bamba now!,True,20.0,390,4.0,10,Beginner Level,0.7333333329999999,Musical Instruments
1883,Blues Master - Beginner's Techniques Piano Course,False,0.0,2618,41.0,16,All Levels,1.5,Musical Instruments
1884,"How to play Djembe, Drums & Rhythm. Level 2",True,40.0,390,14.0,36,Intermediate Level,2.0,Musical Instruments
1885,Instant Harmonica - play Amazing Grace with grace and ease!,True,40.0,496,6.0,14,Beginner Level,1.0,Musical Instruments
1886,Instant Harmonica - play Amazing Grace + Ode to Joy now!,True,40.0,341,7.0,23,All Levels,1.5,Musical Instruments
1887,Play Thousands of Songs On The Guitar | Cheater Chords,True,100.0,97,5.0,12,Beginner Level,1.0,Musical Instruments
1888,Piano Improvisation from Day One,True,20.0,1249,37.0,21,All Levels,3.0,Musical Instruments
1889,Classical Guitar Essentials - The Basics Part 1,True,65.0,861,19.0,52,Beginner Level,4.5,Musical Instruments
1890,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,True,60.0,973,8.0,74,All Levels,2.0,Musical Instruments
1891,Play all major scales by ear - no notation required!,True,40.0,868,8.0,62,Beginner Level,3.5,Musical Instruments
1892,How to play in a local Irish music session with confidence,True,40.0,193,5.0,8,All Levels,1.0,Musical Instruments
1893,The Total Beginner's Guitar Course,False,0.0,9193,357.0,17,Beginner Level,1.5,Musical Instruments
1894,Virtual Piano Lessons - A New Way To Learn Piano,True,50.0,5830,29.0,12,All Levels,1.0,Musical Instruments
1895,16 Guitar Chords to Jam With - (Beginner - Intermediate),True,20.0,1224,19.0,20,Beginner Level,1.0,Musical Instruments
1896,Free Beginner Electric Guitar Lessons,False,0.0,101154,1042.0,95,Beginner Level,4.5,Musical Instruments
1897,101 Awesome Rockabilly Guitar Licks,True,40.0,407,64.0,33,Intermediate Level,2.5,Musical Instruments
1898,A beginner`s guide to fingerpicking and strumming guitar',False,0.0,3481,29.0,20,Beginner Level,2.0,Musical Instruments
1899,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",True,40.0,124,8.0,14,Beginner Level,1.0,Musical Instruments
1900,Your First Course on Piano,True,70.0,2002,34.0,33,Beginner Level,4.0,Musical Instruments
1901,Acoustic Guitar Basics,False,0.0,14495,224.0,21,Beginner Level,2.0,Musical Instruments
1902,Cracking the Violin Code!,True,120.0,746,82.0,40,All Levels,5.5,Musical Instruments
1903,Instant Bodhran - part one; learn the basics of drumming now,True,30.0,920,31.0,9,Beginner Level,1.0,Musical Instruments
1904,"Play The Piano By Ear | Master Class, Learn By Doing",True,175.0,362,38.0,27,All Levels,2.5,Musical Instruments
1905,Discover Classical Guitar Level 2   ,True,75.0,927,35.0,123,Intermediate Level,11.5,Musical Instruments
1906,Fingerpicking Classics - Great songs played fingerstyle!,True,20.0,953,11.0,13,All Levels,2.0,Musical Instruments
1907,6 Must Know Tricks to Successful Solos,True,35.0,469,38.0,30,All Levels,4.0,Musical Instruments
1908,CAGED System for Guitar (Guitar Lessons from Lutz Academy),True,50.0,450,15.0,7,All Levels,1.5,Musical Instruments
1909,Learn the Violin - No Music Experience Necessary!,True,120.0,600,27.0,30,Beginner Level,3.0,Musical Instruments
1910,Your Second Course on Piano: Two Handed Playing,True,70.0,1018,12.0,22,Beginner Level,5.0,Musical Instruments
1911,How to Design Your Own Guitar,True,50.0,181,34.0,32,All Levels,5.0,Musical Instruments
1912,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,False,0.0,8240,31.0,6,Intermediate Level,1.5,Musical Instruments
1913,Play Sonny Terry style on Harmonica and dazzle your friends!,True,200.0,582,49.0,51,All Levels,5.5,Musical Instruments
1914,Blues and Advanced Guitar Lessons,True,85.0,1235,46.0,131,All Levels,7.5,Musical Instruments
1915,Learn basics of South Indian Carnatic Flute Step by Step ,True,150.0,380,113.0,49,Beginner Level,4.0,Musical Instruments
1916,Basic Piano Hymn Playing,True,20.0,1842,21.0,28,Beginner Level,1.5,Musical Instruments
1917,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,True,35.0,3137,18.0,68,All Levels,1.5,Musical Instruments
1918,Piano Music Theory (Back To Basics) by JFilt,False,0.0,4967,308.0,12,Beginner Level,0.5,Musical Instruments
1919,Guitar - 12  Strumming Patterns You Must Know For Guitar,True,50.0,2154,40.0,16,Beginner Level,1.0,Musical Instruments
1920,Guitar Lessons for complete beginners - super simple and fun,True,20.0,936,9.0,12,Beginner Level,0.666666667,Musical Instruments
1921,CAGED Pentatonic System for Guitar - Level 3,True,45.0,1224,17.0,32,All Levels,1.5,Musical Instruments
1922,Classical Guitar Essentials - The Basics Part 2,True,95.0,1030,1.0,44,Intermediate Level,4.5,Musical Instruments
1923,Introduction to Piano - By PGN Piano!,False,0.0,14922,772.0,8,Beginner Level,0.666666667,Musical Instruments
1924,Keyboard Instruments - Read Sheet Music for Piano Fast!,True,50.0,2788,52.0,41,Beginner Level,1.5,Musical Instruments
1925,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,True,20.0,2686,10.0,32,Beginner Level,6.0,Musical Instruments
1926,Drumming Accelerator: How To Get The Best Start Possible,True,200.0,1594,4.0,34,Beginner Level,1.5,Musical Instruments
1927,Play Piano 4: Improvise on popular song Yesterday chords,True,50.0,1018,4.0,63,All Levels,1.5,Musical Instruments
1928,Beginner's Guitar Lessons - Crash Course for Busy Adults,True,50.0,1194,9.0,29,Beginner Level,2.0,Musical Instruments
1929,Getting Started with the Guitar in 5 Days,False,0.0,270,1.0,24,Beginner Level,1.5,Musical Instruments
1930,Guitar Lessons - String Bending And Vibrato Essentials,False,0.0,3325,28.0,5,All Levels,1.0,Musical Instruments
1931,Piano With Willie: Blues n' Boogie Vol. 1,True,40.0,172,26.0,15,Intermediate Level,2.5,Musical Instruments
1932,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,True,70.0,834,3.0,35,All Levels,1.0,Musical Instruments
1933,Chugging - it don't mean a thing if it ain't got that swing!,True,200.0,382,21.0,25,All Levels,2.5,Musical Instruments
1934,Make Your Own Ukulele,True,85.0,452,5.0,23,All Levels,4.5,Musical Instruments
1935,"Beginner Violin 101: Care, Maintenance, and the Right Gear",False,0.0,5543,107.0,29,All Levels,4.0,Musical Instruments
1936,Learn How To Play 25 Classic Hip Hop Songs,True,25.0,153,9.0,27,All Levels,2.5,Musical Instruments
1937,Learn Beethoven's Fur Elise on Piano,True,20.0,1582,11.0,6,All Levels,0.483333333,Musical Instruments
1938,Play Violin and Fiddle for beginners - it's fun  - Course 1,True,20.0,560,8.0,9,Beginner Level,1.0,Musical Instruments
1939,Piano With Willie Building Technique with Scales Vol. 1,True,40.0,111,15.0,12,All Levels,1.5,Musical Instruments
1940,Christmas Piano Songs For The Very Beginner Vol. I,True,40.0,1060,3.0,15,Beginner Level,1.5,Musical Instruments
1941,Introduction to Gypsy Jazz Guitar,True,95.0,452,10.0,18,All Levels,2.5,Musical Instruments
1942,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",True,45.0,2346,11.0,14,All Levels,0.65,Musical Instruments
1943,The Piano Chord Ladder | Learn to Play Thousands of Songs,True,100.0,103,2.0,11,All Levels,1.0,Musical Instruments
1944,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,True,50.0,833,6.0,70,Expert Level,1.5,Musical Instruments
1945,Playing Piano: Scales and Arpeggios Vol.I : Major keys,True,50.0,2358,3.0,26,Beginner Level,1.0,Musical Instruments
1946,Drumming for Beginners - Simple Way To Learn How To Drum,True,20.0,1814,28.0,22,Beginner Level,2.0,Musical Instruments
1947,Get great playing HARMONICA - a fun new leisure time hobby !,True,35.0,2543,44.0,17,All Levels,2.0,Musical Instruments
1948,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,False,0.0,3042,40.0,13,All Levels,0.566666667,Musical Instruments
1949,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,True,50.0,809,5.0,57,All Levels,1.5,Musical Instruments
1950,"Jazz Guitar Tips, Tricks and Licks",False,0.0,9351,331.0,21,Intermediate Level,2.0,Musical Instruments
1951,Piano From Zero To Pro - Beginner Essentials To The Piano,True,70.0,811,129.0,52,Beginner Level,3.5,Musical Instruments
1952,"Piano: Learn 48 chords in 1 hour,  and always remember how",True,120.0,1424,71.0,16,Beginner Level,1.5,Musical Instruments
1953,Walking Bass - Quick Start Guide,True,50.0,193,20.0,31,All Levels,1.0,Musical Instruments
1954,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),True,45.0,65,18.0,56,Beginner Level,10.0,Musical Instruments
1955,Blues Bass - Quick Start Guide,True,50.0,59,8.0,29,All Levels,1.5,Musical Instruments
1956,How to speak Pianish (beginner level),True,30.0,545,5.0,10,Beginner Level,1.0,Musical Instruments
1957,Gospel Piano Essentials,True,30.0,668,39.0,46,Intermediate Level,11.5,Musical Instruments
1958,Instant Harmonica - play Leonard Cohen's Hallelujah now!,True,40.0,100,15.0,14,All Levels,1.5,Musical Instruments
1959,Guitar Crash Course (No Experience Necessary),False,0.0,5769,78.0,29,Beginner Level,1.0,Musical Instruments
1960,Beginner Guitar Lessons - Your Complete Foundation Course,True,60.0,293,30.0,162,Beginner Level,18.5,Musical Instruments
1961,Piano Building Blocks: Learn the 24 Most Common Chords,True,50.0,492,10.0,17,Beginner Level,1.5,Musical Instruments
1962,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,True,50.0,500,39.0,74,Beginner Level,5.0,Musical Instruments
1963,Playing Piano By Ear: Complete Guide for Aspiring Musicians,True,150.0,346,26.0,59,All Levels,4.5,Musical Instruments
1964,"Discover the fun of Spoon playing, a beginners course",True,65.0,353,13.0,25,All Levels,1.0,Musical Instruments
1965,Country Guitar Fundamentals,True,50.0,1174,39.0,23,Intermediate Level,1.5,Musical Instruments
1966,Discover Classical Guitar Level 1,True,25.0,1513,38.0,19,Beginner Level,1.5,Musical Instruments
1967,PI-101 Top 10 Classical Piano Pieces for Beginners,False,0.0,6292,183.0,38,Beginner Level,1.0,Musical Instruments
1968,Get started playing blues harmonica,False,0.0,6853,398.0,23,Beginner Level,0.6166666670000001,Musical Instruments
1969,Rockabilly Guitar For Beginners,True,40.0,475,125.0,36,Beginner Level,2.0,Musical Instruments
1970,Beginner Piano,True,20.0,776,79.0,89,Beginner Level,4.0,Musical Instruments
1971,Step by Step Tabla Course- Indian Drums,True,20.0,1337,17.0,21,Beginner Level,1.0,Musical Instruments
1972,Play Piano 6 -Improvise on The Way We Were with Power Chords,True,50.0,701,4.0,62,All Levels,1.5,Musical Instruments
1973,101 Blues riffs - learn how the harmonica superstars do it,True,200.0,1350,65.0,55,Intermediate Level,6.5,Musical Instruments
1974,Learn To Play The Drums,True,25.0,1141,88.0,74,All Levels,8.5,Musical Instruments
1975,Guitar: Master The Guitar Fretboard In 6 Easy Steps,True,55.0,1203,26.0,10,Beginner Level,1.0,Musical Instruments
1976,Play Piano in 30 Days! - Start Playing NOW!,False,0.0,5188,410.0,58,Beginner Level,3.0,Musical Instruments
1977,Curso de Didgeridoo nivel principiante,True,50.0,0,0.0,31,Beginner Level,1.0,Musical Instruments
1978,ブルースギター入門,False,0.0,462,6.0,23,All Levels,3.5,Musical Instruments
1979,Pianoforall - Incredible New Way To Learn Piano & Keyboard,True,200.0,75499,7676.0,362,All Levels,30.0,Musical Instruments
1980,The Professional Guitar Masterclass,True,200.0,21701,1340.0,136,All Levels,9.5,Musical Instruments
1981,Modern Rock Guitar Techniques,True,50.0,3157,375.0,32,Intermediate Level,3.0,Musical Instruments
1982,Complete Guitar System - Beginner to Advanced,True,145.0,32935,2713.0,310,All Levels,34.0,Musical Instruments
1983,Guitar Super System Level 1,True,50.0,10869,2257.0,104,Intermediate Level,5.0,Musical Instruments
